session_test_id,subjectId,email,age,gender,trial_id,rating_stimulus,rating_score,rating_time,rating_comment
icml2024_experiments,,cem@cem.cem,-1,male,reference_trial,C1,70,154097,
icml2024_experiments,,cem@cem.cem,-1,male,reference_trial,C2,100,154097,
icml2024_experiments,,cem@cem.cem,-1,male,reference_trial,reference,100,154097,
icml2024_experiments,,cem@cem.cem,-1,male,eval1,C1,74,161802,
icml2024_experiments,,cem@cem.cem,-1,male,eval1,C2,34,161802,
icml2024_experiments,,cem@cem.cem,-1,male,eval1,C3,59,161802,
icml2024_experiments,,cem@cem.cem,-1,male,eval1,C4,80,161802,
icml2024_experiments,,cem@cem.cem,-1,male,eval1,reference,100,161802,
icml2024_experiments,,cem@cem.cem,-1,male,eval2,C1,27,95474,
icml2024_experiments,,cem@cem.cem,-1,male,eval2,C2,73,95474,
icml2024_experiments,,cem@cem.cem,-1,male,eval2,C3,78,95474,
icml2024_experiments,,cem@cem.cem,-1,male,eval2,C4,24,95474,
icml2024_experiments,,cem@cem.cem,-1,male,eval2,reference,100,95474,
icml2024_experiments,,cem@cem.cem,-1,male,eval3,C1,65,84633,
icml2024_experiments,,cem@cem.cem,-1,male,eval3,C2,22,84633,
icml2024_experiments,,cem@cem.cem,-1,male,eval3,C3,0,84633,
icml2024_experiments,,cem@cem.cem,-1,male,eval3,C4,28,84633,
icml2024_experiments,,cem@cem.cem,-1,male,eval3,reference,26,84633,
icml2024_experiments,,cem@cem.cem,-1,male,eval4,C1,66,54604,
icml2024_experiments,,cem@cem.cem,-1,male,eval4,C2,49,54604,
icml2024_experiments,,cem@cem.cem,-1,male,eval4,C3,48,54604,
icml2024_experiments,,cem@cem.cem,-1,male,eval4,C4,89,54604,
icml2024_experiments,,cem@cem.cem,-1,male,eval4,reference,100,54604,
icml2024_experiments,,cem@cem.cem,-1,male,eval5,C1,69,86453,
icml2024_experiments,,cem@cem.cem,-1,male,eval5,C2,41,86453,
icml2024_experiments,,cem@cem.cem,-1,male,eval5,C3,40,86453,
icml2024_experiments,,cem@cem.cem,-1,male,eval5,C4,96,86453,
icml2024_experiments,,cem@cem.cem,-1,male,eval5,reference,100,86453,
icml2024_experiments,,cem@cem.cem,-1,male,companion1,C1,77,57415,
icml2024_experiments,,cem@cem.cem,-1,male,companion1,C2,62,57415,
icml2024_experiments,,cem@cem.cem,-1,male,companion1,C3,83,57415,
icml2024_experiments,,cem@cem.cem,-1,male,companion1,C4,42,57415,
icml2024_experiments,,cem@cem.cem,-1,male,companion1,reference,19,57415,
icml2024_experiments,,cem@cem.cem,-1,male,companion2,C1,64,223401,
icml2024_experiments,,cem@cem.cem,-1,male,companion2,C2,49,223401,
icml2024_experiments,,cem@cem.cem,-1,male,companion2,C3,23,223401,
icml2024_experiments,,cem@cem.cem,-1,male,companion2,C4,19,223401,
icml2024_experiments,,cem@cem.cem,-1,male,companion2,C5,45,223401,
icml2024_experiments,,cem@cem.cem,-1,male,companion2,reference,100,223401,
icml2024_experiments,,cem@cem.cem,-1,male,companion3,C1,56,108068,
icml2024_experiments,,cem@cem.cem,-1,male,companion3,C2,60,108068,
icml2024_experiments,,cem@cem.cem,-1,male,companion3,C3,69,108068,
icml2024_experiments,,cem@cem.cem,-1,male,companion3,C4,74,108068,
icml2024_experiments,,cem@cem.cem,-1,male,companion3,C5,61,108068,
icml2024_experiments,,cem@cem.cem,-1,male,companion3,reference,100,108068,
icml2024_experiments,,cem@cem.cem,-1,male,companion1,C1,100,66316,
icml2024_experiments,,cem@cem.cem,-1,male,companion1,C2,88,66316,
icml2024_experiments,,cem@cem.cem,-1,male,companion1,C3,85,66316,
icml2024_experiments,,cem@cem.cem,-1,male,companion1,C4,54,66316,
icml2024_experiments,,cem@cem.cem,-1,male,companion1,reference,100,66316,
icml2024_experiments,,farfan,reference_trial,C1,50,175204,
icml2024_experiments,,farfan,reference_trial,C2,100,175204,
icml2024_experiments,,farfan,reference_trial,reference,100,175204,
icml2024_experiments,,farfan,eval1,C1,80,201459,
icml2024_experiments,,farfan,eval1,C2,70,201459,
icml2024_experiments,,farfan,eval1,C3,60,201459,
icml2024_experiments,,farfan,eval1,C4,80,201459,
icml2024_experiments,,farfan,eval1,C5,80,201459,
icml2024_experiments,,farfan,eval1,reference,90,201459,
icml2024_experiments,,farfan,eval2,C1,95,238017,
icml2024_experiments,,farfan,eval2,C2,70,238017,
icml2024_experiments,,farfan,eval2,C3,70,238017,
icml2024_experiments,,farfan,eval2,C4,85,238017,
icml2024_experiments,,farfan,eval2,C5,87,238017,
icml2024_experiments,,farfan,eval2,reference,100,238017,
icml2024_experiments,,farfan,eval3,C1,80,183507,
icml2024_experiments,,farfan,eval3,C2,40,183507,
icml2024_experiments,,farfan,eval3,C3,0,183507,
icml2024_experiments,,farfan,eval3,C4,30,183507,
icml2024_experiments,,farfan,eval3,C5,40,183507,
icml2024_experiments,,farfan,eval3,reference,90,183507,
icml2024_experiments,,farfan,eval4,C1,80,130375,
icml2024_experiments,,farfan,eval4,C2,85,130375,
icml2024_experiments,,farfan,eval4,C3,80,130375,
icml2024_experiments,,farfan,eval4,C4,95,130375,
icml2024_experiments,,farfan,eval4,C5,95,130375,
icml2024_experiments,,farfan,eval4,reference,100,130375,
icml2024_experiments,,farfan,eval5,C1,75,90942,
icml2024_experiments,,farfan,eval5,C2,70,90942,
icml2024_experiments,,farfan,eval5,C3,80,90942,
icml2024_experiments,,farfan,eval5,C4,95,90942,
icml2024_experiments,,farfan,eval5,C5,85,90942,
icml2024_experiments,,farfan,eval5,reference,100,90942,
icml2024_experiments,,farfan,companion1,C1,80,300010,
icml2024_experiments,,farfan,companion1,C2,35,300010,
icml2024_experiments,,farfan,companion1,C3,50,300010,
icml2024_experiments,,farfan,companion1,C4,0,300010,
icml2024_experiments,,farfan,companion1,C5,35,300010,
icml2024_experiments,,farfan,companion1,reference,90,300010,
icml2024_experiments,,farfan,companion2,C1,45,95778,
icml2024_experiments,,farfan,companion2,C2,20,95778,
icml2024_experiments,,farfan,companion2,C3,20,95778,
icml2024_experiments,,farfan,companion2,C4,20,95778,
icml2024_experiments,,farfan,companion2,C5,60,95778,
icml2024_experiments,,farfan,companion2,reference,100,95778,
icml2024_experiments,,farfan,companion3,C1,60,110212,
icml2024_experiments,,farfan,companion3,C2,60,110212,
icml2024_experiments,,farfan,companion3,C3,60,110212,
icml2024_experiments,,farfan,companion3,C4,50,110212,
icml2024_experiments,,farfan,companion3,C5,80,110212,
icml2024_experiments,,farfan,companion3,reference,100,110212,
icml2024_experiments,,farfan,companion4,C1,95,55934,
icml2024_experiments,,farfan,companion4,C2,70,55934,
icml2024_experiments,,farfan,companion4,C3,70,55934,
icml2024_experiments,,farfan,companion4,C4,0,55934,
icml2024_experiments,,farfan,companion4,C5,80,55934,
icml2024_experiments,,farfan,companion4,reference,100,55934,
icml2024_experiments,,ldl,reference_trial,C1,33,145688,
icml2024_experiments,,ldl,reference_trial,C2,68,145688,
icml2024_experiments,,ldl,reference_trial,reference,100,145688,
icml2024_experiments,,ldl,eval1,C1,85,317643,
icml2024_experiments,,ldl,eval1,C2,0,317643,
icml2024_experiments,,ldl,eval1,C3,38,317643,
icml2024_experiments,,ldl,eval1,C4,62,317643,
icml2024_experiments,,ldl,eval1,C5,53,317643,
icml2024_experiments,,ldl,eval1,reference,5,317643,
icml2024_experiments,,ldl,eval2,C1,83,186539,
icml2024_experiments,,ldl,eval2,C2,0,186539,
icml2024_experiments,,ldl,eval2,C3,0,186539,
icml2024_experiments,,ldl,eval2,C4,68,186539,
icml2024_experiments,,ldl,eval2,C5,67,186539,
icml2024_experiments,,ldl,eval2,reference,5,186539,
icml2024_experiments,,ldl,eval3,C1,69,248110,
icml2024_experiments,,ldl,eval3,C2,0,248110,
icml2024_experiments,,ldl,eval3,C3,0,248110,
icml2024_experiments,,ldl,eval3,C4,42,248110,
icml2024_experiments,,ldl,eval3,C5,62,248110,
icml2024_experiments,,ldl,eval3,reference,3,248110,
icml2024_experiments,,ldl,eval4,C1,5,220513,
icml2024_experiments,,ldl,eval4,C2,27,220513,
icml2024_experiments,,ldl,eval4,C3,30,220513,
icml2024_experiments,,ldl,eval4,C4,70,220513,
icml2024_experiments,,ldl,eval4,C5,61,220513,
icml2024_experiments,,ldl,eval4,reference,2,220513,
icml2024_experiments,,ldl,eval5,C1,69,218973,
icml2024_experiments,,ldl,eval5,C2,46,218973,
icml2024_experiments,,ldl,eval5,C3,48,218973,
icml2024_experiments,,ldl,eval5,C4,82,218973,
icml2024_experiments,,ldl,eval5,C5,67,218973,
icml2024_experiments,,ldl,eval5,reference,2,218973,
icml2024_experiments,,ldl,companion1,C1,82,147781,
icml2024_experiments,,ldl,companion1,C2,14,147781,
icml2024_experiments,,ldl,companion1,C3,90,147781,
icml2024_experiments,,ldl,companion1,C4,0,147781,
icml2024_experiments,,ldl,companion1,C5,50,147781,
icml2024_experiments,,ldl,companion1,reference,2,147781,
icml2024_experiments,,ldl,companion2,C1,52,256029,
icml2024_experiments,,ldl,companion2,C2,47,256029,
icml2024_experiments,,ldl,companion2,C3,9,256029,
icml2024_experiments,,ldl,companion2,C4,14,256029,
icml2024_experiments,,ldl,companion2,C5,81,256029,
icml2024_experiments,,ldl,companion2,reference,3,256029,
icml2024_experiments,,ldl,companion3,C1,12,173609,
icml2024_experiments,,ldl,companion3,C2,34,173609,
icml2024_experiments,,ldl,companion3,C3,29,173609,
icml2024_experiments,,ldl,companion3,C4,6,173609,
icml2024_experiments,,ldl,companion3,C5,63,173609,
icml2024_experiments,,ldl,companion3,reference,2,173609,
icml2024_experiments,,ldl,companion4,C1,90,161023,
icml2024_experiments,,ldl,companion4,C2,73,161023,
icml2024_experiments,,ldl,companion4,C3,71,161023,
icml2024_experiments,,ldl,companion4,C4,0,161023,
icml2024_experiments,,ldl,companion4,C5,69,161023,
icml2024_experiments,,ldl,companion4,reference,2,161023,
icml2024_experiments,,zp,reference_trial,C1,19,62279,
icml2024_experiments,,zp,reference_trial,C2,38,62279,
icml2024_experiments,,zp,reference_trial,reference,100,62279,
icml2024_experiments,,zp,eval1,C1,62,119932,
icml2024_experiments,,zp,eval1,C2,59,119932,
icml2024_experiments,,zp,eval1,C3,19,119932,
icml2024_experiments,,zp,eval1,C4,100,119932,
icml2024_experiments,,zp,eval1,C5,59,119932,
icml2024_experiments,,zp,eval1,reference,81,119932,
icml2024_experiments,,zp,eval2,C1,41,78795,
icml2024_experiments,,zp,eval2,C2,19,78795,
icml2024_experiments,,zp,eval2,C3,19,78795,
icml2024_experiments,,zp,eval2,C4,60,78795,
icml2024_experiments,,zp,eval2,C5,80,78795,
icml2024_experiments,,zp,eval2,reference,80,78795,
icml2024_experiments,,zp,eval3,C1,82,77244,
icml2024_experiments,,zp,eval3,C2,79,77244,
icml2024_experiments,,zp,eval3,C3,0,77244,
icml2024_experiments,,zp,eval3,C4,61,77244,
icml2024_experiments,,zp,eval3,C5,73,77244,
icml2024_experiments,,zp,eval3,reference,62,77244,
icml2024_experiments,,zp,eval4,C1,42,91011,
icml2024_experiments,,zp,eval4,C2,80,91011,
icml2024_experiments,,zp,eval4,C3,80,91011,
icml2024_experiments,,zp,eval4,C4,100,91011,
icml2024_experiments,,zp,eval4,C5,87,91011,
icml2024_experiments,,zp,eval4,reference,87,91011,
icml2024_experiments,,zp,eval5,C1,90,84790,
icml2024_experiments,,zp,eval5,C2,31,84790,
icml2024_experiments,,zp,eval5,C3,46,84790,
icml2024_experiments,,zp,eval5,C4,100,84790,
icml2024_experiments,,zp,eval5,C5,100,84790,
icml2024_experiments,,zp,eval5,reference,80,84790,
icml2024_experiments,,zp,companion1,C1,82,66658,
icml2024_experiments,,zp,companion1,C2,68,66658,
icml2024_experiments,,zp,companion1,C3,91,66658,
icml2024_experiments,,zp,companion1,C4,0,66658,
icml2024_experiments,,zp,companion1,C5,61,66658,
icml2024_experiments,,zp,companion1,reference,50,66658,
icml2024_experiments,,zp,companion2,C1,61,62280,
icml2024_experiments,,zp,companion2,C2,71,62280,
icml2024_experiments,,zp,companion2,C3,79,62280,
icml2024_experiments,,zp,companion2,C4,70,62280,
icml2024_experiments,,zp,companion2,C5,47,62280,
icml2024_experiments,,zp,companion2,reference,46,62280,
icml2024_experiments,,zp,companion3,C1,66,193527,
icml2024_experiments,,zp,companion3,C2,100,193527,
icml2024_experiments,,zp,companion3,C3,100,193527,
icml2024_experiments,,zp,companion3,C4,64,193527,
icml2024_experiments,,zp,companion3,C5,40,193527,
icml2024_experiments,,zp,companion3,reference,48,193527,
icml2024_experiments,,zp,companion4,C1,100,105674,
icml2024_experiments,,zp,companion4,C2,89,105674,
icml2024_experiments,,zp,companion4,C3,100,105674,
icml2024_experiments,,zp,companion4,C4,0,105674,
icml2024_experiments,,zp,companion4,C5,43,105674,
icml2024_experiments,,zp,companion4,reference,65,105674,
icml2024_experiments,,Mirco,reference_trial,C1,41,81934,
icml2024_experiments,,Mirco,reference_trial,C2,100,81934,
icml2024_experiments,,Mirco,reference_trial,reference,100,81934,
icml2024_experiments,,Mirco,eval1,C1,60,177960,
icml2024_experiments,,Mirco,eval1,C2,40,177960,
icml2024_experiments,,Mirco,eval1,C3,60,177960,
icml2024_experiments,,Mirco,eval1,C4,60,177960,
icml2024_experiments,,Mirco,eval1,C5,50,177960,
icml2024_experiments,,Mirco,eval1,reference,29,177960,
icml2024_experiments,,Mirco,eval2,C1,70,127766,
icml2024_experiments,,Mirco,eval2,C2,40,127766,
icml2024_experiments,,Mirco,eval2,C3,40,127766,
icml2024_experiments,,Mirco,eval2,C4,60,127766,
icml2024_experiments,,Mirco,eval2,C5,60,127766,
icml2024_experiments,,Mirco,eval2,reference,30,127766,
icml2024_experiments,,Mirco,eval3,C1,55,145032,
icml2024_experiments,,Mirco,eval3,C2,40,145032,
icml2024_experiments,,Mirco,eval3,C3,0,145032,
icml2024_experiments,,Mirco,eval3,C4,45,145032,
icml2024_experiments,,Mirco,eval3,C5,45,145032,
icml2024_experiments,,Mirco,eval3,reference,30,145032,
